Id_New;IdentFMU;Nom courant;SdUAI;MoyUnite;MoyETPT;RecDroitsbib;RecTutelle;RecCollTerr;RecAutMin;RecRessProp;RecAut;DepSalTit;DepSalNonTit;DepSalAut;DepDepDoc;DepMaintenance;DepAut;DepInv;DepNCA;AcqSuppLiv;AcqSuppPer;AcqSuppAut;AchatNumLiv;AchatNumPer;AchaNumtAut;AbonNumLiv;AbonNumPer;AbonNumAut;DepDPartForm;DepDPartRec;DepDConserv;DepDNumeris;AONoticeStock;AOTexteStock;AONoticeFlux;AOTexteFlux;AOVisites;AOTelecharg;SuppTitLiv;SuppTitPer;SuppTitAut;UnitMatLiv;UnitMatAut;SuppMlLiv;SuppMlPer;SuppMlAut;MLAccesLiv;MLAccesPer;MLAccesAut;PatTitLiv;PatTitPer;PatTitAut;PatUnitMatLiv;PatUnitMatAut;PatMLLiv;PatMLPer;PatMLAut;Sudoc;SudocPart;ColNNumerise;ColNTheseNum;ColNPedago;ColNAccLibre;ColNNumeriseGo;ColNTheseNumGo;ColNPedagoGo;ColNAccLibreGo;ColNAcqRess;ColNAcqTitLiv;ColNAcqTitPer;ColNAcqRessGo;ColNAcqTitLivGo;ColNAcqTitPerGo;EntTitLivFr;EntTitlivEt;EntTitPer;EntTitAut;EntVolLivFr;EntVolLivEt;EntVolAut;DonTitLivFr;DonTitLivEt;DonTitPer;DonTitAut;DonVolLivFr;DonVolLivEt;DonVolAut;SorTitLivTot;SorTitPer;SorTitAut;SorVolLiv;SorVolAut;EntNumerise;EntTheseNum;EntPedago;EntNumeriseGo;EntTheseNumGo;EntPedagoGo;EntNumAcq;EntNumAcqGo;NbNumSouscrite;NumSignalePer;NumSignaleLiv;NbEntrees;NbExpos;NbAutManif;EmprL;EmprM;EmprD;EmprEC;EmpAut;EmprExt;InscritL;InscritM;InscrritD;InscritEC;InscritAut;InscritExt;OrgInscritD;OrgInscritC;OrgInscritIR;OrgInscritAut;OrgInscritExtC;OrgInscritExtAut;UsSessions;UsRec;UsVuesEbook;UsVuesArticles;UsVuesAut;UsVueNumerise;UsVuePedago;UsVuesTheseNum;UsVuesArticleEtb;UsVisites;UsRecCat;UsQuestions;FormOutcursH;FormOutcursL;FormOutcursM;FormOutcursD;FormOutcursAut;FormIncursH;FormIncursL;FormIncursM;FormIncursD;PebDExp;PebDSat;PebFRecues;PebFSat;PersPP_BibA;PersPP_BibB;PersPP_BibC;PersPP_BibBC;PersPP_ITRFA;PersPP_ITRFB;PersPP_ITRFC;PersPP_ITRFBC;PersPP_AutA;PersPP_AutB;PersPP_AutC;PersPP_AutBC;PersPP_CDDA;PersPP_CDDB;PersPP_CDDC;PersPP_CDDBC;PersPP_CDIA;PersPP_CDIB;PersPP_CDIC;PersPP_CDIBC;PersPP_Etud;PersETPT_Etud;PersFormH;Activite1;Activite2;Activite3;Activite4;Activite5;Activite6;Activite7;Activite8;Activite9;Activite10;Activite11;Activite12;Activite13;Activite14;Activite15;Activite16;ActiviteAut
76;220;SCD de l'Université de La Réunion;9740064B;TTC;60,07;0;768000;0;0;20096;0;3756659,14;262205,3;0;561927,61;0;205426,17;0;3515,75;151842,39;155999,67;4239,69;0;0;0;26910,4;114779,75;108155,71;65;35;0;0;7006;2354;1112;711;5043;;154870;2054;4561;221573;6790;4285;2201;69;3548;331;36;660;0;0;764;0;18;0;0;;98;1735;1161;34;13;;;;0;9;70626;30159;;;;5912;475;639;72;6616;606;77;401;111;6;19;480;122;17;16262;41;149;19463;197;374;81;10;;;;0;0;37;30159;375788;602454;22;10;;;;;;;3385;1438;158;;424;594;;;;;;;;184776;;288963;21029;;;;;182593;;794;71;2178;260;21;487;353;4026;232;202;1073;909;105;96;10;14;21;;1;1;1;;1;1;3;;0;1;6;;0;0;0;;27;4,1;1890;20;2,4;3,6;16,6;1,9;0,9;0;0,9;0,8;0;0,2;0;0;6,8;4,3;0,7;3,9
77;222;SCD de l'Université de La Rochelle;0171482U;TTC;34,28;135456;394086;5000;300;44359;;1664786;117955;11376;429544;20000;150637;10398;;134974;74033;9789;1266;;;;197276;;;;12206;0;4543;2409;1103;461;2880;556752;104989;945;4559;120378;125845;3173;1200;98;2405;55;45;9242;;;10157;;305;;;;;;;;0;;;;0;6;13446;18;;;;5006;134;276;107;5687;134;124;139;13;7;0;161;13;0;7220;19;;8458;;;;;;;;;;24;58584;334904;317244;9;1;2538;1175;48;135;36;;;;;;;;;;;;;;36371;238018;19025;154489;2526;;;;768765;;74704;381;67;497;6;0;57;130;1479;97;7;624;592;543;495;6;10;11;;;1;1;;;1;2;;;2;0;;;;1;;9;0,28;677;;;;;;;;;;;;;;;;;
78;225;SCD de l'Université Le Havre Normandie;0762856S;TTC;38,68;919000;;;;19612,44;25216;1757203;218201,11;;523586,27;;281513,86;55174,88;;174865,79;141288;3749,29;1265,79;;;17842,08;59438,82;125136,5;70;30;;;2710;1607;746;335;364995;229392;127959;1407;5541;164208;13160;3370;1363;86;2990;136;;;;;;;;;;;98;;294;;;;;;0;2;2583;783;;;;5286;414;383;128;6916;622;232;;;;;;;;;101;;2613;155;;45;;;;;30;;42;37631;177168;371976;2;8;2352;916;74;91;;;;;;;287;188;;;;;;;28444;98413;57292;180924;;;;259476;;121856;137378;723;71;79;92;6;275;859;2490;614;;350;327;975;906;6;13;12;;;;;;;1;1;;1;;;5;;;;;17;1,76;789;14,77;0,65;3,14;9,85;0,97;0,25;;0,57;0,82;0,33;0,92;;;3,45;3,55;0,57;
79;226;SCD de Le Mans Université (Ex Université du Maine);0720850H;TTC;38,3;308836;577267;46000;;30330;;1683642;97933;;508945;;339013;64324;;175789;93705;;;;;;234451;;;;5000;;;;;;;;;396;;219903;;4538;2623;;3274;265;;;;;3439;;167;;;;88;61;1255;;0;;;;0;;;;;;;;;414;;6440;318;;;;;50;1195;;;4374;9;;4374;;4;101;;;;;;;32;26187;26906;441495;10;6;2326;773;52;554;252;;;;;;;341;;;;;;;252923;;;;;;;;;33164;;381;74;35;;;55;38;115;;98;903;865;615;564;8;11;17;;2;;;;;;2;;;;;;;;;;10;2,3;822;17;2,1;2,6;5;1;0,9;;0,5;0,2;0,2;0,5;0,4;0,8;5;1;1,1;
83;231;SCD de l'Universite de Limoges;0870111Y;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;564;130;2;42;35;4;646;3145;1737;88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;233;Bibliothèque littéraire Jacques Doucet;;TTC;9,8;700;;;;;;105153;;1705;122743;;;64733;;807;;105945;;;;;;;;100;15991;;;;;;;;;210;;25214;180068;722;;840;6;;;;;;14513;180068;378;;840;;90;;0;0;0;;0;0;0;;;;;;;24;2;;10;24;2;10;204;11;;14;204;11;14;;;;;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;0;22;46;57;132;;;;;;;;;;;;;;;;;;3325;;;;;;;;;;;;;;;3;;2;;;1;;;;;;;;1;;;;3;;;4;;;;;;;;;;;;;;;;;;;
85;234;SCD de l'Université du Littoral-Côte-d'Opale;0596013R;TTC;51,18;146336;423388;;;8860;;1941530;378671;0;416303;49588;134390;64724;156920;67656;31633;11371;872;0;0;34919;187741;78889;50;50;3222;0;;;;;;;108405;226;9302;116398;17878;3857;544;36;2615;119;36;;;;;;;;;;100;;;;0;;;;0;0;7075;0;;;;2455;180;226;260;2781;193;263;170;52;;8;172;54;8;5188;;168;5559;189;;22;;;;;;;25;12014;12002;333861;18;33;1607;407;25;203;244;478;;;;;;;;;;;;;71912;99195;158482;171928;50778;0;0;0;0;326380;40712;381;25;46;0;0;375;573;1536;262;36;0;982;0;87;6;11;23;;1;1;0;;0;2;3;;0;0;1;;0;0;1;;26;2,23;959;15,63;3,04;5,12;8,26;1,96;0;0;3,01;1,22;0,15;0;0;0;5,57;3,88;0,45;0,6
86;235;SCD de l'Université de Lorraine;0542400R;TTC;190;1294698;1289991;;17368;121022;5500;9341134;739632,96;;2300054;;371924;56601;;773701;242492;13797;8679;;;115293;780842;321071;56,54;43,46;44179;;45312;27400;13549;12288;45748;;1042551;11532;139501;1242299;142978;34131;19133;3356;16201;1201;4;;;;;;;;;;92,87;10432;9356;;0;;;;0;;51881;;;;;22250;1023;1349;525;28931;1210;525;3671;0;0;0;4316;0;0;32149;74;1057;38017;1057;0;1644;0;;;;;;64;53303;381130;2138370;69;134;12150;8184;721;1069;1101;2583;;;;;;;;;;;;;;443527;;1316551;;;;;;;;;567;363;1;163;3259;2247;8915;2620;0;1767;1293;1938;1658;30;45;64;;9;6;10;;2;2;7;;;5;10;;;1;2;;41;3;5427;51,35;7;12,9;59,6;4,05;2,25;0;1,85;3,85;0,8;2,6;0,1;1;19;14,65;2,25;2,45
87;236;SCD de l'Université Claude Bernard Lyon 1;0690246T;TTC;94;1021000;1677250;30000;7484;64687;2042982;4485706;837976;0;1676112;0;980073;52000;1685847;345977;240680;0;24048;0;0;97371;734661;176804;33;67;40392;16179;58099;18537;10011;2911;3089;443202;257419;5776;93360;379072;105362;21727;12766;;;1063;;;;0;32390;0;1115;75;0;;73;1152;8102;49;70;134;59;0;0;25;2906;6411;;;;7215;378;449;174;13056;392;177;628;800;272;950;1092;819;950;6004;193;;10981;;13;1252;24;3;7;0;0;0;76;22792;50901;2187162;7;45;4952;5082;823;915;104;2429;0;0;0;0;0;;;;;;;;232657;343331;222944;792094;12115;43204;70430;791680;;1514687;162230;289;175;0;297;51;5;1452;3556;1523;26;1851;1846;4644;4043;22;22;20;;1;3;2;;3;2;7;;2;4;16;;1;0;3;;97;12;2742;23,5;8,5;6;18;3;1;0;4;1,5;0,5;1;0;0;12;14;1;0
88;237;SCD de l'Université Lumière-Lyon 2;0693782L;TTC;66,64;617632;836095;80000;;;;3753153;143378;;1218548;;96831;74970;;348838;84813;26049;75917;;115048;30489;271794;230218;55;45;35382;;40263;10731;3834;1297;;;297959;2808;18359;427196;23900;10680;2141;598;8274;215;115;;;;;;;;;;98,3;118;2455;;0;;;;0;49;80981;33673;;;;9738;856;526;712;14067;918;715;658;91;0;0;658;91;0;10877;232;;26171;;;149;;;;;;;79;672688;96232;923034;0;2;7316;4772;387;557;509;3240;;;;;;;;;;;;;96080;448253;760150;583602;1174456;;;;;405352;;823;77;3;38;78;89;200;10414;391;215;422;391;777;662;20;18;13;;2;;1;;;2;4;;1;1;4;;;;;;36;5,43;572;22,32;0,9;4,13;19,08;3,1;0,2;0;1,9;0;0;0;0;0,1;7,7;5,66;1,1;0,45
89;238;SCD de l'Université Jean Moulin Lyon 3;0693783M;TTC;69,83;629577,67;970002;;1500;8609,29;24496,27;3062710;428600;;903372,68;19629,24;273265,33;72038,63;;328318,69;71159,8;4058,95;632,69;;;92055,64;116280,66;284028,25;;;6838;;22377;3872;5081;786;;1080000;248290;1273;6280;326141;18348;6724;1391;58;4546;352;0;3266;83;;4585;;;;;;90;6;1123;0;47;;;;0;9;3471;2266;;;;6133;1053;342;80;10207;1108;94;274;1085;;;324;1245;;6920;48;;20816;;4;79;;;;;0;0;67;66274;124000;1070492;1;34;6259;4768;313;294;;2987;;;;;;;;;;;;;619983;1823624;3177405;616106;2524792;;;2690;;95495;257168;176;;;;;;;;;;;;;;15;15;16;;3;0;0;;3;2;3;;2;4;3;;0;0;2;;23;6,64;2652;30,24;2;3;13;3;3,4;0;3;1;0;0;0,2;0;3,9;5;2,5;
90;239;SCD de l'Institut national des sciences appliquées de Lyon;;TTC;24;487000;;25816;40627;;;1082532;188000;80000;330800;42369;48472;53842;11562;46968;59542;71;2749;;;15558;148319;57593;41;59;0;0;31817;10974;9183;2437;;;96242;2113;4403;128031;4917;2333;1363;92;1498;31;0;;;;;;;;;;59;;1154;332;0,65;;14;1;0,95;;;;;;;1233;101;326;;1352;101;;234;;;;234;;;;;;5059;;;126;;;3;;;;38;6226;9964;242372;28;;1906;953;20;257;;183;;;;;;302;;;;;;;39518;138635;37901;181990;67870;;166669;600168;25528;265633;32183;131;70;900;;;;655;2392;370;34;61;60;115;113;0;4;2;;6;5;2;;1;;1;;1;1;1;;1;;1;;20;3,1;657;8,6;0,2;3,5;4,7;1,8;;;0,8;0,5;;0,1;;1;2,5;;0,3;
91;242;SCD de la Maison des Sciences de l'Homme;;HT;26,98;0;529320,53;0;0;629,45;0;1190972,76;447829,11;0;227220,28;32946,75;38964,78;0;230818,17;42775,57;18681,35;0;29328,4;0;0;2081,66;96037,19;38316,11;0;100;0;0;0;159;0;5;14378;79349;176418;8265;6493;234667;20865;5286;4845;226;0;16;0;1561;350;0;1590;0;23;17;0;;97,45;2615;0;0;0;126;0;0;0;19;6225;0;0;0;0;683;589;158;5;685;589;5;1114;908;140;16;1187;985;18;0;26;28;0;2280;0;0;0;0;0;0;0;0;19;3427;5097;7760;1;0;;;;;;;;;;;;;0;0;0;93;1021;1897;351;10225;16589;61221;95971;125;0;0;0;;192264;63;63,3;0;14;55;33;;;;;148;92;304;191;0;0;0;0;9;6;7;0;0;0;0;0;0;0;0;0;6;3;1;0;0;0;407,3;3,23;4,6;1,4;8,15;1,9;0;0;1,3;0;0,6;0,05;0;0;4,35;0,7;0,75;0
92;243;SCD de l'Université Paris-Est Marne-la-Vallée;0772522Y;TTC;51,6;302838;442091;2058;;;;2098199;375949;9750;595254;53916;151733;0;0;169129;102635;5692;108825;166343;42032;;;;41,94;58,06;598;;14575;6124;2137;844;;;119286;1654;5134;176710;6399;3798;1615;157;2980;111;61;1114;;;1229;;24;;;;94,63;0;0;0;0;;;;0;52;;;;;;6321;62;443;114;7119;65;114;33;4;1;398;33;4;398;5375;13;128;5375;128;;;;;;;;;43;857;;213650;12;0;;;;;;;1837;1508;76;159;78;170;;;;;;;14676;;;;;0;0;0;0;;32401;22;0;0;0;0;0;236;1941;400;10;56;47;90;67;7;12;18;0;0;0;0;0;2;1;1;0;0;0;9;0;1;0;2;0;14;2,02;1910;21,5;6,15;0,3;15,65;1,4;0;0;1,1;0,1;0;0;0;0,3;1,8;1,9;0,1;0
93;245;Bibliothèque Mazarine;0754945T;;31;0;270300;0;;140385;;1461590;49078;;73544;109409;61950;66273;;18379;14557;17145;;;5865;;;;25;75;15407;2191;;;;;;;;1047;40443;529860;3550;11916;;;160;1;;200000;;5233;200000;;;;;;75;509;;;100;277;;;0;23;16;;;;;216;75;136;1;217;76;33;123;95;0;1;123;95;1;0;0;0;0;0;185;;;;;;;;2;20;;23036;3;90;;;;;;;1064;1157;267;290;1371;4149;;;;;;;;;;;;10031;;;;66660;48857;179;212;126;125;0;534;;;;;;3;44;44;6;4;6;;1;;;;2;5;2;;;6;;;;;;;;;143;3,5;4,5;0,5;8;2;;;2;1;1;1;2;1;2;3;0,5;0
94;247;Bibliothèque Interuniversitaire de Montpellier;0340834X;TTC;165,3;1353732;1325327;0;0;514562;;8412083;244036;61417;2304634;159830;698791;258382;568119;453427;80448;25038;21721;;;92843;696680;906140;;;22447;5890;60040;13866;16748;3259;;725;624683;22211;182539;805553;221458;20360;11855;1265;9987;1752;229;115027;5318;128465;77132;19418;2715;2310;575;;97,1;846;9996;202;64;;;;0;4;0;0;;;;10008;1060;1806;257;14017;1033;257;300;2266;127;;319;2268;;17421;39;121;23189;145;92;1428;26;;;;0;;107;123407;59529;2075032;30;118;20719;8621;3382;;5464;377;;;;;;1038;;;;;;;1495548;;;;3092533;30394;63855;204277;725;3758793;;1901;363;71;78;138;538;1350;6380;1962;1815;1828;1528;1286;1107;39;33;48;;0;4;1;;3;8;19;;0;5;13;;0;1;0;;131;12,27;2564;26,72;28,89;7,69;30,23;5,99;2,73;0,1;8,16;1,7;1,1;0,59;0;1,44;16,21;24,95;4,13;16,93
95;250;SCD de l'Université de Haute-Alsace;0680115F;TTC;48,83;158754;38655;0;0;14318;;2365415;70014;55523;456932;10064;63274;4168;90779;102101;71409;110;1782;;;1893;82369;192659;51;49;4609;0;11141;1306;321;17;28828;9729;148533;3077;;158565;;3765;2196;;3607;441;;14000;1342;;14000;;490;798;;;97;948;2064;;100;;;;0;32;20776;2;;;;3629;264;345;;3874;283;;413;85;345;;413;85;;7154;3;0;7154;0;9;68;;;;;;;32;15271;42785;296276;6;18;3616;1581;94;391;;120;3616;1581;94;391;;120;;;;;;;97814;220654;371392;148075;91094;9729;301221;9186;543;123038;115393;1294;17;0;66;1;1;815;5973;724;14;281;250;98;98;6;8;9;;4;4;3;;2;0;1;;3;2;3;;5;1;1;;14;1,33;1850;7,01;11,72;11,25;4,82;0,4;1,6;0;1,3;0,15;0;0,03;0;0,1;5,05;2,96;0,94;1,5
96;251;Service documentaire du Musée du quai Branly - Jacques Chirac;;HTR;32,5;;30000;;;949028;;1300000;;;491203;;460520;27305;;146906;129211;14226;;;;;69913;;;100;72250;58697;;;;;;;231198;5772;26017;249238;;;;;;;;11677;384;25;25063;;;;;;100;540000;;;0;;;;0;5;47000;;;;;1012;4941;5779;93;1023;4972;93;2381;613;;891;2381;613;891;2100;80;;2100;;40399;;;;;;1;;;;;44738;;86;243;323;86;269;395;;556;558;155;291;810;;26;7;;69;;;21518;2610;;7099;;839978;;;;184565;184565;;3;;;;8;15;;94;;34;30;630;540;1;1;5;;;;;;1;;2;;2;;1;;14;2;5;;;;875;11;5,5;1;5;1;;0,5;2;2,5;1;;;;2;0,5;0,5;
97;252;Service documentaire du Muséum national d'Histoire naturelle;;HT;51,9;;900795;1695;14990;8171;;3143809;262413;113941;704694;28736;187697;17582;27865;50576;30818;5300;94173;;;;371428;;15;85;118210;34189;9130;3194;1134;632;;371960;395169;21319;56095;466333;63368;12849;21919;1202;335;62;0;49093;;4835;49093;4835;1890;;;;80;20286;107;;75;;;;0;;12381;;;;;652;462;338;;685;462;;2987;1274;1726;;2994;1295;;338;21;;455;;3500;44;;;;;;;;19802;12381;107811;0;12;2;222;39;224;78;37;2;222;39;224;78;1252;;;;;;;8112;14799;27125;254178;;25159;;;;170599;169557;1090;11;;;;158;90;15;575;18;0;0;740;522;21;11;10;;1;4;5;;;;4;;2;;8;;;1;;;6;3;637;13,9;7;1,8;20;2;0,5;0,5;2;3;1,5;0,5;0,3;0,5;12;4;0,5;
98;257;SCD de l'Université de Nantes;0440121T;TTC;118,9;931668;1231092;30000;0;79332;52982;5831161;629543;0;1651334,8;;312759,46;97772,92;37341,04;402503,35;232081,25;6819,52;38823,65;188899,01;;63959,95;420210,91;256124,89;;;41912,27;0;33800;13837;4560;2535;;;442795;8290;64545;578572;66757;14549;9113;1855;7407;1085;108;19746;128;3112;17700;3702;326;245;319;;89,45;11;7418;0;0;;46;0;0;;7560;26;;;;8645;688;1137;792;13096;728;263;877;29;40;865;948;30;870;18920;402;0;28477;0;0;717;0;0;15;0;4;;58;14957;26065;1705863;30;10;9351;4869;960;850;565;1455;;;;;;;;;;;;;218090;579440;61883;739974;;;0;12996;;131633;1429410;381;366;168;317;275;182;711;5450;881;203;7829;7044;3256;2894;25;27;27;;2;1;4;;4;2;12;;1;2;11;;1;1;4;;60;4,95;2257,25;20,98;19,35;6,76;27,81;3,97;0,95;0;3,75;0,8;0,4;0,08;0;0;14,9;15,29;1,72;2,14
99;260;SCD de l'Université Nice Sophia Antipolis;;HT;85,3;1077244;600171;30000;0;62806,43;7405,84;4053324;529862;49854;965123,95;42465,48;178243,18;14853,09;0;176635,62;106615,1;6260,24;17186,4;0;0;21106,49;337223,59;291971,33;80;20;6125,18;2000;22002;12048;2861;1535;2361476;2693541;316312;678;25278;373670;38864;9893;6366;1600;6551;1574;68;36063;1891;16979;37329;17212;1162;418;398;;83;942;3120;;0,84;1417;40;;0,99;0;0;0;0;0;0;4551;1551;678;135;5528;1579;148;976;227;27;0;993;236;0;7306;37;137;10505;209;770;468;97;1400;10;;0;0;54;44076;18267;1552280;21;61;6482;3719;564;272;257;474;;;;;;799;;;;;;;51180;647921;142042;693605;178584;0;1171643;0;0;306258;317711;303;44;30;47;90;0;478,5;5974;190;642;2090;1810;782;666;13;23;25;;2;0;0;;5;3;7;;5;1;7;;0;0;0;0;36;4,46;2316;26,78;2,58;6,16;16,33;4,33;0,45;0,09;7,17;1,22;0,91;0,53;0,07;0,38;10,52;11,37;3,89;0,28
100;262;SCD de l'Université de Nîmes;;TTC;11,5;89488;225986;0;0;3149;0;579874,53;30574,78;0;264734,8;12699,24;6457,57;0;1255;98456,53;44591,19;3522,42;0;0;0;9831,24;102125,95;1655,4;60;40;4552,07;0;403;194;116;57;97324;47033;69108;212;2726;84644;2924;1704;266;63;1459;131;43;45;;;45;;1;;;;99;0;13;122;4;0;1;1;0;0;0;0;0;0;0;3236;109;202;53;3770;109;53;37;23;0;90;38;23;90;2308;;123;3031;123;0;0;122;0;0;1;0;0;37;34000;14000;145116;6;0;1796;206;31;161;14;270;;;;;;;;;;;;;30789;78996;2573;49593;8207;0;;;;64291;;50;3;0;0;0;5;179,5;2048;39;7;77;74;85;79;4;1;4;;;;;;;1;;;;;;;;;1;;8;1;210,25;4,5;2;0,83;0,4;0,4;0,25;0;0,4;0,4;0,1;0;0;0,2;0,4;0,4;0,6;0
101;263;SCD de l'Université de la Nouvelle-Calédonie;9830606S;TTC;18,4;;;;;268210;1270753;892870;180365;42939;252842;11738;60608;;;88312;24743;3869;10784;50393;55047;;;;77;23;19694;0;2728;644;411;188;1751;;64520;805;3451;93882;5021;1491;391;35;842;17;0;4037;142;143;5559;168;116;20;11;;96;29;82;;0;;;;0;;40;;;;;2031;39;2;132;3617;700;443;350;26;0;3;670;1558;20;1196;0;45;1414;59;;6;;;;;;;39;45351;56632;171915;7;25;1005;194;14;49;35;47;2047;304;42;144;370;;;;;;;;22531;42377;117347;13775;94803;;;;;28353;20801;;287;351;32;3;8;192;652;5;9;45;44;29;19;3;2;4;;1;;;;1;1;;;;1;2;;;;1;;20;2;752;6,7;1,2;1,5;2,4;0,7;0,3;;0,5;0,8;0;0,1;0,1;0;2,3;1;0,8;
102;265;SCD de l'Observatoire de Paris;;HTR;19,9;2000;335000;;;160170;;730000;71849;;332574;;145789;;;22971;;;59436;;;;200767;;5;95;37400;12000;20460;;;;;;46940;5180;4500;70119;5300;;;;;;;11950;1950;92000;11950;79200;360;1074;345;;94;6033;63;;0;5288;;;0;2400;1913;;;;;109;194;;;109;194;;297;200;;;;;;;;;;;621;;;1088;;;1317;;;680;11000;3459;2;120;;;;;;0;37;61;42;155;79;118;;;;;;;;;22631;77407;650;;;;;;;144;15;;65;;50;;;;;30;27;100;95;4;2;2;;3;3;;;0;0;1;;;4;;;;;;;;;640;2,9;1,1;0,1;5,1;1,4;0,8;0,2;0,75;0,2;0,08;0,05;0,05;0,5;2,3;2,12;0,01;2,24
103;267;Service d'IST de l'Office national d'études et de recherches aérospatiales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;269;SCD de l'Université d'Orléans;0450744P;TTC;48,6;412000;442000;;;22000;;2328834;219988;10770;861820;;141164;22936;;233993;64323;4022;;;;19015;515584;24883;46;54;;0;13019;6926;2581;738;3753;;266081;3990;49959;383265;50064;9463;4458;164;4345;291;12;12837;0;0;13497;0;386;0;0;;90;;891;;0;;134;;0;;;;;;;6113;201;354;56;8698;300;58;195;22;111;0;250;22;0;3737;21;0;6422;0;0;54;;;17;;;;35;18258;38395;574551;;;4715;1205;110;214;318;1093;;;;;;;;;;;;;90835;439004;752199;404728;3171;;;;;123903;720592;;213;3219;6;;;157;745;252;;1073;989;957;848;6;14;14;;3;1;2;;;2;4;;1;1;7;;;;;;17;0,4;784;10,77;2,11;2,95;14,45;1,37;0,48;;3,51;0,05;;0,05;;0,18;5,03;4,16;2,3;0,79
105;273;SCD de l'Université Paris 1 Panthéon-Sorbonne;0752719Y;TTC;67,3;375607;889000;;;40136;;3156798,62;270765,11;;844425,75;682,45;429382,8;30252;;178970;121569;15992;17396,65;0;0;85268,39;201631,54;157542,72;52;48;66055,45;0;26106;16027;4042;3099;;1936220;127116;1401;18690;166950;43216;3772;1345;580;2268;562;53;4309;0;0;4309;0;140;0;0;;;;3047;;30;;70;;0;1250;2398;2700;;;;3866;190;568;287;6826;218;339;0;0;6;0;0;0;0;3347;43;0;9675;0;;391;;;10;;;;56;88105;21288;;;2;6683;2443;250;123;336;235;;;;;;;;;;;;;4673973;2799116;179806;1000205;14591689;;;;;;496896;;87;10;38;190;;416;2536;1126;;130;83;355;175;15;19;19;;4;3;2;;;1;1;;1;;1;;;;4;;18;3,55;1352;22,5;13;3,2;11;3;1;0,3;4;0,5;0,3;1;;0,5;3,5;2,5;1;
106;274;SCD de l'Université Paris Nanterre (Paris 10);0921510S;TTC;92,7;603623;860326;0;0;49463;104500;4404824,99;141193;;1181503;44999;113064;42599;2905;366884;264426;18671;38078;;;;;435723;50;50;57721;0;29448;7400;2750;1195;;1677988;418943;1171;16004;515819;32994;10366;3689;626;6312;142;130;;;;;;;;;;100;0;1481;0;0;;;;0;49;4673;36493;;;;9686;1915;1171;444;12925;2006;444;95;8;0;0;95;8;0;7731;0;3;9918;3;;192;;;;;741;;49;36493;57002;918728;3;2;8837;5519;615;580;590;487;;;;;;487;;;;;;;545614;1682320;;;1892088;0;0;161214;;288573;1741909;0;252,85;504;125;83;286;307,75;1803;460;8;169;169;647;647;20;24;21;;0;0;0;0;4;8;9;;2;6;11;;0;;;;53;5,6;2645;26;5;11;18;2;1;0;2;3;1;1;0;2;10;9;2;
107;275;SCD de l'Université Paris-Sud;0911688R;HTR;93,12;835577;989365;;;86981;;4906360;226476;;1404539;;295483;12701;4890;261706;112898;1098;;;;58325;161670;776085;36;64;26842;5915;;;;;;;136375;7870;30566;269148;47478;6526;3893;1225;3130;260;55;1239;112;0;1569;0;75;27;0;;96,68;;4709;;0;;;;0;42;30000;15000;;;;3289;305;437;62;6539;474;184;308;2;19;76;358;21;152;5199;398;301;13159;57;;611;;;;;;;42;15000;30000;833558;7;4;3360;4296;266;230;328;221;;;;;;;;;;;14;55;365553;1500088;44014;1166421;;;;;;465245;89193;;81;96;48;14;27;614;4157;348;117;292;73;800;94;26;23;29;;1;1;3;;1;1;6;;2;0;3;;0;0;0;;48;3,7;;20,93;1,55;4,05;6,4;24,61;6,11;0,1;0,2;1,6;0,32;0,87;0,45;0;10,75;11,31;2,01;1,89
108;276;SCD de l'Université Paris-Est Créteil;0941683U;TTC;103,1;635556;949295;0;113333;58369;1074;4748863;561946;28542;1298944;0;181539;42338;4910;550460;127456;9083;28306;0;0;49625;205439;294162;65;35;34413;0;15126;6415;2795;912;;;254004;1302;210403;385390;230089;7856;1421;392;7543;278;34;18888;488;0;19330;0;552;97;0;;91,37;0;2435;11740;66;0;10;5;7;34;16515;1106;;;;12024;407;567;173;21729;501;179;930;74;0;0;1145;89;0;8268;39;11;14225;11;0;260;84;;1;1;0;0;72;62357;138616;1760221;54;29;8990;7978;114;845;;955;19111;9384;593;1207;1247;1203;;;;;;;96440;467715;901766;344075;819961;0;33724;37517;;611768;576894;539;255;5865;;;;745;3157;1414;45;1204;1060;186;175;22;24;31;;1;0;5;;1;1;5;;3;4;10;;0;0;0;;73;7,37;1670;25,85;13;5,9;28,95;2,95;0,5;0;3,75;0,6;0;3,6;0;0,8;8,7;6,5;2;0
