ID_BP;ID_SD;BibNom;BibType;BibRCR;BibDroit;BibEco;BibLSH;BibScStaps;BibSante;BibAut;BibPubVisé;BibDepDoc;BibETP;BibEntrees;BibSurfaceTot;BibSurfacePub;BibPlacesTot;BibPlacesGroup;BibSemHeures;BibSamJ;BibSamH;BibDimJ;BibDimH;BibAnneeH;BibAnneeJ;BibML;BibPrets;BibConsult;BibComIndirect;BibPretMatos;UAI_Old;NUMUn;UAI_2018;Ident_FMu;Nom interne
16;5;Bibliothèque Sciences & techniques St-JEROME;autre;;0;0;0;1;0;0;mixte;;11,2;126862;5100;3068;411;141;55;1;7;0;0;2256;209;2805;16558;;555;103;0134031L;UN13;0134031L;9;AIX-MARSEILLE (>=2012)
17;5;Bibliothèque ALLSH Fenouillères;autre;;0;0;1;0;0;0;mixte;;34,3;307738;7490;5940;1002;94;67;26;182;0;0;2688;245;15439;108348;;7654;0;0134031L;UN14;0134031L;9;AIX-MARSEILLE (>=2012)
18;5;Bibliothèque Sciences & techniques St-CHARLES;autre;;0;0;1;1;0;0;mixte;;15,4;202577;4428;1900;348;36;61,5;34;136;0;0;2513;231;6928;31219;;486;264;0134031L;UN15;0134031L;9;AIX-MARSEILLE (>=2012)
19;5;Bibliothèque du laboratoire Parole et Langage (LPL);associée;;0;0;1;0;0;0;recherche;;2;;30;;10;;52,5;;;;;;;342;;;;;0134031L;UN16;0134031L;9;AIX-MARSEILLE (>=2012)
20;5;Bibliothèque ESPE Marseille- Canebière;autre;;0;0;1;1;0;0;mixte;;3,8;48949;282;267;76;8;54;22;86;0;0;2214;239;419;18293;;52;0;0134031L;UN17;0134031L;9;AIX-MARSEILLE (>=2012)
21;5;Bibliothèque ESPE Aix en Provence;autre;;0;0;1;0;0;0;mixte;;7;55758;611;530;84;0;54;21;84;0;0;2234;240;735;21883;;273;0;0134031L;UN18;0134031L;9;AIX-MARSEILLE (>=2012)
22;5;Bibliothèque ESPE Avignon;autre;;0;0;1;0;0;0;mixte;;3,4;18948;267;250;55;0;46,5;0;0;0;0;2007;217;292;11068;5400;0;0;0134031L;UN19;0134031L;9;AIX-MARSEILLE (>=2012)
23;5;Bibliothèque ESPE-IUT Digne;autre;;0;0;1;1;0;0;mixte;;1,6;4039;175;160;32;0;43;0;0;0;0;1849;215;150;4783;;0;0;0134031L;UN20;0134031L;9;AIX-MARSEILLE (>=2012)
24;5;Centre Régional de Formation aux Carrières des bibliothèques;associée;;0;0;1;0;0;0;mixte;3951;0,1;;307;87;14;0;20;;;;;916;219;95;481;;;0;0134031L;UN21;0134031L;9;AIX-MARSEILLE (>=2012)
25;5;Bibliothèque économie-gestion Bernard du Bois;autre;;0;1;0;0;0;0;mixte;;7;;1250;1000;280;48;50;0;0;0;0;2061;214;339;12395;117;27;0;0134031L;UN22;0134031L;9;AIX-MARSEILLE (>=2012)
26;5;Bibliothèque DSP Arles;associée;;1;0;0;0;0;0;étudiant;7251,16;1;;110;;40;0;35;;;;;1456;221;136;466;;;;0134031L;UN23;0134031L;9;AIX-MARSEILLE (>=2012)
27;5;Médiathèque de la MMSH;associée;;0;0;1;0;0;0;mixte;44498;7,8;;1850;450;100;;38,5;;;;;1732,5;215;6550;;;;0;0134031L;UN24;0134031L;9;AIX-MARSEILLE (>=2012)
28;5;Bibliothèque DSP CRA;associée;;1;0;0;0;0;0;recherche;;;;60;;20;;;;;;;;;;;;;;0134031L;UN25;0134031L;9;AIX-MARSEILLE (>=2012)
29;5;Bibliothèque DSP CREEADP;associée;;1;1;0;0;0;0;recherche;;0;;25;;2;;40;;;;;;;74;;;;;0134031L;UN26;0134031L;9;AIX-MARSEILLE (>=2012)
30;5;Bibliothèque DSP Salle de droit privé;associée;;1;0;0;0;0;0;recherche;;0,25;;140;;70;0;58;;;;;;;305;;;;;0134031L;UN27;0134031L;9;AIX-MARSEILLE (>=2012)
31;5;Bibliothèque IEP;associée;;1;0;0;0;0;0;mixte;63553;3;22780;750;438;131;0;57;;;;;2358;223;1098;3878;;302;;0134031L;UN28;0134031L;9;AIX-MARSEILLE (>=2012)
32;5;Bibliothèque DSP ISPEC;associée;;1;0;0;0;0;0;recherche;;0;;190;;34;;50;;;;;;;500;;;;;0134031L;UN29;0134031L;9;AIX-MARSEILLE (>=2012)
33;5;Bibliothèque DSP Poncet;associée;;1;0;0;0;0;0;recherche;;1;;136;100;32;;36,5;;;;;;;135;900;;;;0134031L;UN30;0134031L;9;AIX-MARSEILLE (>=2012)
34;5;Bibliothèque DSP Laboratoire de théorie du droit;associée;;1;0;0;0;0;0;recherche;;0;;120;;14;;;;;;;;;;;;;;0134031L;UN31;0134031L;9;AIX-MARSEILLE (>=2012)
35;5;CEREGE;associée;;0;0;0;1;0;0;recherche;12000;1;;250;;6;;168;;;;;;;;;;;;0134031L;UN32;0134031L;9;AIX-MARSEILLE (>=2012)
36;5;Centre d'Océanologie de Marseille (COM);associée;;0;0;0;1;0;0;recherche;13000;1;;270;;3;;168;;;;;;;;;;;;0134031L;UN33;0134031L;9;AIX-MARSEILLE (>=2012)
37;5;CARLAM;associée;;0;0;1;0;0;0;étudiant;2800;1;;;;32;;37,5;;;;;;;45;96;;;;0134031L;UN34;0134031L;9;AIX-MARSEILLE (>=2012)
38;5;Observatoire des sciences de l'Univers Institut Pytheas;associée;;0;0;0;1;0;0;recherche;24000;1;;200;;6;0;;;;;;;;1050;;;;;0134031L;UN37;0134031L;9;AIX-MARSEILLE (>=2012)
39;5;Observatoire des sciences de l'Univers Institut Pytheas;associée;;0;0;0;1;0;0;recherche;24000;1;;290;;16;10;168;;;;;;;1000;;;;;0134031L;UN38;0134031L;9;AIX-MARSEILLE (>=2012)
40;5;SATIS;associée;;0;0;1;1;0;0;étudiant;1323;1;;50;;12;;26;;;;;;211;70;;;;;0134031L;UN39;0134031L;9;AIX-MARSEILLE (>=2012)
41;5;Anthropologie Bioculturelle;associée;;0;0;0;0;1;0;recherche;0;;;72;;2;;;;;;;;;109;;;;;0134031L;UN40;0134031L;9;AIX-MARSEILLE (>=2012)
42;5;Bibliothèque EFS AM;associée;;0;0;0;0;1;0;recherche;0;0,4;;0;;0;;0;;;;;;;;;;;;0134031L;UN41;0134031L;9;AIX-MARSEILLE (>=2012)
43;5;CRD Espace Ethique Méditerranéen;associée;;0;0;1;0;1;0;recherche;849;0,5;;80;;15;;37,5;;;;;;;90;;;;;0134031L;UN42;0134031L;9;AIX-MARSEILLE (>=2012)
44;5;Bibliothèque du Laboratoire de médecine légale;associée;;1;0;0;0;1;0;recherche;2460;1;;;;6;;;;;;;;;60;;;;;0134031L;UN43;0134031L;9;AIX-MARSEILLE (>=2012)
45;5;Bibliothèque IAE AMU;associée;;0;1;0;0;0;0;mixte;;;22091;341;294;60;48;52,5;;;;;2278,5;256;749;;;;;0134031L;UN44;0134031L;9;AIX-MARSEILLE (>=2012)
46;5;Service Documentation de l'IRT d'Aix en Provence;associée;;1;1;1;0;1;0;mixte;6102;0,4;;50;20;8;8;37,5;;;;;;;;;;;0;0134031L;UN45;0134031L;9;AIX-MARSEILLE (>=2012)
47;5;Bibliothèque de département IUT Carrières Sociales;associée;;1;1;1;0;0;1;mixte;1875;1;;65;;28;;31,2;;;;;;;65;117;;;;0134031L;UN46;0134031L;9;AIX-MARSEILLE (>=2012)
48;5;Aix Gaston Berger - IUT GEA/GLT/GMP/TC;associée;;0;1;0;0;0;0;mixte;25941,88;2,3;;240;200;68;;46,5;;;;;1729;196;300;2411;;;;0134031L;UN47;0134031L;9;AIX-MARSEILLE (>=2012)
49;6;Bibliothèque Albi;autre;;1;0;1;1;0;0;étudiant;72195;10,8;129260;2132;1180;275;75;51,25;;;;;2070,75;212;2237;16862;;198;18;0811293R;UN00;;14;ALBI
50;6;BU Rodez;autre;;1;1;1;1;0;0;étudiant;21759;3,6;26696;273;236;82;32;44;;;;;1750;207;364;1915;;4;6;0811293R;UN01;;14;ALBI
51;6;BU Castres;autre;;0;0;0;1;1;0;mixte;7191;1;1500;181;157;77;32;40;;;;;1616;202;85;187;;;;0811293R;UN02;;14;ALBI
52;7;BU Citadelle;autre;;0;0;1;1;0;0;mixte;;;241344;3810;3009;577;99;57;;;;;2023;226;4055;83621;855;8467;;0801253C;UN01;0801253C;16;AMIENS
53;7;IUT de l'Aisne (Laon);associée;;1;1;0;0;0;0;étudiant;;;10989;165;165;80;;48;;;;;1672;189;219;1024;;;;0801253C;UN02;0801253C;16;AMIENS
54;7;IUT d'Amiens;associée;;0;1;0;1;0;1;étudiant;;;57975;227;220;100;18;25;;;;;1638;156;610;2251;;;;0801253C;UN03;0801253C;16;AMIENS
55;7;BU CAMPUS SANTE;autre;;0;0;0;0;1;0;mixte;;;171564;5720;2230;663;52;58,25;1;6;;;2267,25;203;3952;18045;7764;17;;0801253C;UN04;0801253C;16;AMIENS
56;7;BEAUVAIS;autre;;0;1;1;0;0;0;mixte;;;26767;1136;1100;130;26;46,5;;;;;1818;203;321;1864;;;;0801253C;UN05;0801253C;16;AMIENS
57;7;SAINT-QUENTIN;autre;;0;0;0;1;0;1;mixte;;;33661;485;437;106;10;47;;;;;1980;274;274;3544;;;;0801253C;UN06;0801253C;16;AMIENS
58;7;Pôle CATHEDRALE;autre;;1;1;0;1;0;0;mixte;;;270739;5800;4750;631;48;62;24;112,5;;;2856;262;4467;34472;;75;;0801253C;UN07;0801253C;16;AMIENS
59;7;ESPE Beauvais;autre;;0;0;0;0;0;1;mixte;;;15628;500;470;51;11;45,75;;;;;1876;203;343;7966;;;;0801253C;UN09;0801253C;16;AMIENS
60;7;IUT de l'Oise (Creil);autre;;0;1;0;1;0;1;étudiant;;;12592;190;160;54;36;38,25;;;;;1637,5;202;111;614;;;;0801253C;UN10;0801253C;16;AMIENS
61;7;Soissons;autre;;1;0;0;1;0;1;étudiant;;;7817;211;185;40;;41,5;;;;;1490,25;189;139;1008;;;;0801253C;UN11;0801253C;16;AMIENS
62;7;Pôle CAMPUS (Teinturerie);autre;;0;0;1;0;0;1;mixte;;;30225;230;200;54;0;45;1;8;;;1908;210;294;7820;;;;0801253C;UN12;0801253C;16;AMIENS
63;7;ESPE Laon;autre;;0;0;0;0;0;1;mixte;;;7830;300;300;60;;39,75;;;;;1661;209;113;5088;;;;0801253C;UN13;0801253C;16;AMIENS
64;8;Bibliothèque Universitaire Belle-Beille;autre;;0;0;1;1;0;0;mixte;;25;640464;8895;5067;1137;372;65;35;332,5;0;0;2735;258;9091;84023;;2500;1721;0491677G;UN02;0491677G;18;ANGERS
65;8;Bibliothèque Université Saint-Serge;autre;;1;1;0;0;1;0;mixte;;24;725811;5500;4750;900;185;91;41;574;33;231;3899;303;3232;59190;;724;3119;0491677G;UN05;0491677G;18;ANGERS
66;10;Bibliothèque de Lettres, Langues, Sciences Humaines et Socia;autre;;0;1;1;0;0;0;mixte;254001,94;19,4;306748;4800;3300;455;96;58;31;93;0;0;2630;269;3503;36291;;296;64;0623982S;Un00;0623982S;21;ARTOIS
67;10;Bibliothèque de Sciences Appliquées;autre;;0;0;0;1;1;1;mixte;81827,71;4,8;24865;1300;810;202;24;55;0;0;0;0;2366,5;221;493;4373;7000;100;27;0623982S;Un01;0623982S;21;ARTOIS
68;10;Bibliothèque de Droit et Sciences Politiques;autre;;1;0;0;0;0;1;mixte;77183,95;7,6;51634;1800;;264;20;55;29;87;0;0;2351;243;1194;8053;196;0;0;0623982S;Un02;0623982S;21;ARTOIS
69;10;Bibliothèque de Sciences;autre;;0;0;0;1;0;0;mixte;80897,64;7,8;49647;2015;662;167;48;55;0;0;0;0;2352,5;220;662;5343;;;17;0623982S;Un03;0623982S;21;ARTOIS
70;10;Bibliothèque de STAPS;autre;;0;0;0;1;0;0;mixte;52705,54;2,5;28827;200;169;67;16;52,5;0;0;0;0;2154,5;209;178;3330;;;4;0623982S;Un04;0623982S;21;ARTOIS
71;10;Bibliothèque de l'IUT Lens;autre;;0;1;0;1;0;0;mixte;25163,02;1,7;18308;168;148;38;12;45;0;0;0;0;1698;193;272;1385;;;6;0623982S;UN05;0623982S;21;ARTOIS
72;10;Bibliothèque du centre robinson;autre;;0;0;1;0;0;0;recherche;;1;344;321;167;62;52;19;0;0;0;0;385;64;901;1324;0;171;0;0623982S;UN06;0623982S;21;ARTOIS
73;11;Maurice Agulhon;autre;;1;1;1;1;0;0;mixte;;;;6900;4700;690;90;60,5;;;;;2640;216;4411;;;;;0841028L;UN01;0841028L;24;AVIGNON
74;11;Bibliothèque Campus J.H Fabre;autre;;0;0;0;1;0;0;mixte;;5;37028;400;380;70;12;50;;;;;2022;208;334;4806;;;;0841028L;UN02;0841028L;24;AVIGNON
75;12;La contemporaine;autre;;1;1;1;0;0;1;mixte;;69,3;38650;13171;2470;125;0;60;39;351;0;0;2656;273;30688;;;11021;;0921867E;UN00;0921867E;25;La contemporaine - Ex BDIC
76;12;MHC-BDIC;autre;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;0921867E;Un01;0921867E;25;La contemporaine - Ex BDIC
77;13;Bibliothèque de l'UTBM - site de Sévenans;autre;;0;0;0;1;0;0;mixte;;5,5;56814;981;729;195;29;55;0;0;0;0;1933;205;185;3296;;0;44;0900441R;UN00;0900441R;26;BELFORT MONTBELIARD
78;13;Bibliothèque de l'UTBM - site de Belfort;autre;;0;0;0;1;0;0;mixte;;4,8;63568;669;421;142;14;70;28;280;0;;2483;236;190;3172;25;0;33;0900441R;UN01;0900441R;26;BELFORT MONTBELIARD
79;13;Bibliothèque fictive;autre;;0;0;0;1;0;1;mixte;;;;;;342;34;;;;;;;;;;;;;0900441R;UN02;0900441R;26;BELFORT MONTBELIARD
80;14;BU Lucien Febvre Belfort;autre;;1;1;1;1;0;0;mixte;;11,7;79268;3665;2011;415;57;53;36;108;0;0;2183;257;1710;22013;4716;52;0;0250986L;Un01;0250986L;27;BESANCON
81;14;BU Proudhon Droit Economie Gestion;autre;;1;1;0;0;0;0;mixte;;11,7;382385;3400;2600;340;40;55;1;7;0;0;2347;218;2146;29260;47365;1067;0;0250986L;Un02;0250986L;27;BESANCON
82;14;BU Lettres et sciences humaines;autre;;0;0;1;0;0;0;mixte;;18,3;242431;4619;610;256;19;60;34;127,5;0;0;2474;254;11539;104116;18783;0;18;0250986L;Un03;0250986L;27;BESANCON
83;14;BU Santé;autre;;0;0;0;0;1;0;mixte;;11;330508;3018;2000;345;30;65;38;114;0;0;2750;272;3292;27463;49020;20;0;0250986L;Un04;0250986L;27;BESANCON
84;14;BU Montbéliard;autre;;0;1;1;1;0;0;mixte;;5,9;28123;1669;1165;187;21;45;0;0;0;0;1877;222;;7997;4392;12;0;0250986L;Un05;0250986L;27;BESANCON
85;14;BU Sciences Sport;autre;;0;0;0;1;0;0;mixte;;13,1;181622;3609;1255;199;12;60;31;77,5;0;0;2512;260;4996;21624;15235;1175;12;0250986L;Un06;0250986L;27;BESANCON
86;14;Administration générale;autre;;0;0;0;0;0;0;;262411,13;10,78;;;;;;;;;;;;;;;;;;0250986L;UN07;0250986L;27;BESANCON
87;14;IUT BESANCON-VESOUL Bibliothèque de Besançon;autre;;0;1;0;1;0;0;mixte;;0,8;33432;382;318;98;32;48;0;0;0;0;1900;190;180;3487;;;0;0250986L;UN08;0250986L;27;BESANCON
88;14;BU Education Besançon;autre;;0;0;1;0;0;0;mixte;;4;33694;516;393;76;30;42;0;0;0;0;1567,5;184;854;19939;0;419;0;0250986L;UN09;0250986L;27;BESANCON
89;14;BU Education Lons;autre;;0;0;1;0;0;0;mixte;;2;21431;450;400;57;24;41;0;0;0;0;1606,5;205;552;7162;;0;0;0250986L;UN11;0250986L;27;BESANCON
90;14;BU Vesoul;autre;;0;1;1;1;0;0;mixte;;2;24459;255;227;40;0;42;0;0;0;0;1561;200;324;5257;6148;148;0;0250986L;UN12;0250986L;27;BESANCON
91;14;Hérodote;associée;;0;0;1;0;0;0;mixte;4509,72;1;18039;195;195;38;12;31,75;0;0;0;0;1330;209;423;4522;16200;0;0;0250986L;Un13;0250986L;27;BESANCON
92;15;Médecine;autre;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;075SANTE;UN00;;34;BIU Santé
93;15;Pharmacie;autre;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;075SANTE;UN01;;34;BIU Santé
94;15;Ensemble de la BIU;autre;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;075SANTE;UN02;;34;BIU Santé
95;18;Bibliothèque Henri Guillemin;autre;;0;0;1;0;0;0;mixte;;3;79190;840;;166;0;44,5;0;0;0;0;1922;216;980;8814;;;0;0333008R;UN00;0333008R;37;BORDEAUX 3
96;18;Bibliothèque franco-allemande;autre;;0;0;1;0;0;0;mixte;;1;2040;198;183;22;12;28;0;0;0;0;1176;215;407;2777;;;0;0333008R;UN01;0333008R;37;BORDEAUX 3
97;18;Bibliothèque Robert Etienne;autre;;0;0;1;0;0;0;mixte;;3,32;25783;700;600;60;0;52,5;0;0;0;0;2223,5;218;3159;1296;;98;0;0333008R;UN02;0333008R;37;BORDEAUX 3
98;18;Bibliothèque d'Etudes ibériques;autre;;0;0;1;0;0;0;mixte;;2,8;20278;388;134;72;0;44,5;0;0;0;0;1919,5;217;1300;2691;;;0;0333008R;Un03;0333008R;37;BORDEAUX 3
99;18;Bibliothèque d'Histoire et d'Histoire de l'art Elie Vinet;autre;;0;0;1;0;0;0;mixte;;3;39175;440;390;115;0;38;0;0;0;0;1700;200;1500;8845;;98;0;0333008R;Un04;0333008R;37;BORDEAUX 3
100;18;Bibliothèque LE-LEA;autre;;0;0;1;0;0;0;mixte;;3,3;39827;376;;66;0;44,5;0;0;0;0;1836,5;211;1037;7488;;;0;0333008R;Un05;0333008R;37;BORDEAUX 3
101;18;Lettres et Sciences Humaines;autre;;0;0;1;0;0;0;mixte;;30,9;528856;6200;3130;526;0;56;38;133;0;0;2458,5;269;11000;91701;;4309;0;0333008R;Un06;0333008R;37;BORDEAUX 3
102;18;Bibliothèque de Géographie / Cartothèque;autre;;0;0;1;0;0;0;mixte;;4;27646;425;170;101;0;45;0;0;0;0;2061;229;1853;3893;;496;0;0333008R;UN07;0333008R;37;BORDEAUX 3
103;18;Bibliothèque fictive;autre;;0;0;1;0;0;0;mixte;;;;;;;;;;;;;;;;;;;;0333008R;UN08;0333008R;37;BORDEAUX 3
104;18;Centre de documentation de l'ISIC;autre;;0;0;1;0;0;0;étudiant;;0,51;718;38;38;12;0;18;0;0;0;0;810;180;53;207;;;0;0333008R;UN10;0333008R;37;BORDEAUX 3
105;18;Bibliothèque du DEFLE;autre;;0;0;1;0;0;0;étudiant;;1;2280;92;92;27;0;22,25;;0;0;0;556;100;81;849;;;0;0333008R;UN11;0333008R;37;BORDEAUX 3
106;18;Bibliothèque de l'IUT/IJBA;autre;;0;0;1;0;0;0;étudiant;;4,17;50069;390;349;100;0;47;0;0;0;0;2075;;603;7708;;355;0;0333008R;UN12;0333008R;37;BORDEAUX 3
107;18;Centre de documentation IATU;autre;;0;0;1;0;0;0;mixte;;2,03;1586;69;49;12;0;45;0;0;0;0;2043;227;202;1115;;;0;0333008R;UN13;0333008R;37;BORDEAUX 3
108;21;BU PLURIDISCIPLINAIRE;autre;;1;1;1;1;1;0;étudiant;25781,7;5,2;105368;600;120;99;;61,5;;;;;2661;267;690;4421;;30;;0333308S;Un00;0333308S;41;Bordeaux Université (>=2014)
109;21;BUF d'économie;autre;;0;1;0;0;0;0;mixte;6500;1,73;14000;140;111;64;0;40;;;;;1680;215;200;1944;;;;0333308S;UN01;0333308S;41;Bordeaux Université (>=2014)
110;21;ISCJ (Institut des Sciences Criminelles et de la justice);associée;;1;0;1;0;0;0;mixte;13646;;6022;200;140;54;;40;;;;;920;115;540;1278;;;;0333308S;Un02;0333308S;41;Bordeaux Université (>=2014)
111;21;Bib. Droit-Langues (Agen);autre;;1;1;1;0;0;0;mixte;19610,2;3;41174;1000;800;130;24;51;24;84;;;1960;228;489;2335;;;;0333308S;Un03;0333308S;41;Bordeaux Université (>=2014)
112;21;ESPE d'Aquitaine;associée;;0;0;1;0;0;0;mixte;117051;16,2;97857;2103;1859;335;41;45;;;;;1845;200;3623;59240;;;;0333308S;Un04;0333308S;41;Bordeaux Université (>=2014)
113;21;Bibliothèque de l'IDE de Périgueux;autre;;1;1;0;0;0;0;mixte;30383,05;2;22557;300;250;90;8;48,5;;;;;1806;88;386;1715;;;;0333308S;Un05;0333308S;41;Bordeaux Université (>=2014)
114;21;CERFAPS (Centre europ étud et rech en droit famille et pers);associée;;1;0;0;0;0;0;recherche;1779;0,1;408;44;38;16;9;30;;;;;1170;195;77;703;;;;0333308S;Un07;0333308S;41;Bordeaux Université (>=2014)
115;21;COMPTRASEC (Centre de droit comparé du travail et sécu soc);associée;;1;0;0;0;0;0;recherche;31300;2,1;;155;125;31;;31;;;;;7700;220;;;;;;0333308S;Un08;0333308S;41;Bordeaux Université (>=2014)
116;21;BUFR Histoire du droit;associée;;1;0;0;0;0;0;mixte;4492;2;16819;127;72;43;8;50;;;;;2171;200;512;826;;;;0333308S;UN09;0333308S;41;Bordeaux Université (>=2014)
117;21;GRETHA (Groupe de Rech en Éco Théorique et  Appliqué);associée;;1;0;0;0;0;0;recherche;14000;1;;136;136;13;;37,3;;;;;7125;190;250;;;;;0333308S;Un10;0333308S;41;Bordeaux Université (>=2014)
118;21;CMRP (Centre Montesquieu de rech politique);associée;;1;0;0;0;0;0;recherche;2470;0,1;;45;45;10;;37,3;;;;;7875;210;73;;;;;0333308S;Un11;0333308S;41;Bordeaux Université (>=2014)
119;21;CRDEI (Centre de Rech et de Docu Europ et Internationales);associée;;1;0;0;0;0;0;recherche;9153;0,5;3764;140;140;22;7;18,45;;;;;862,3;230;262;105;;;;0333308S;Un12;0333308S;41;Bordeaux Université (>=2014)
120;21;Institut du travail;associée;;1;1;0;0;0;0;recherche;11574;0,5;;52;52;6;;32;;;;;;200;148;441;;;;0333308S;Un13;0333308S;41;Bordeaux Université (>=2014)
121;21;LAREFI (Labo d'analyse et de rech en éco et finances inter);associée;;0;1;0;0;0;0;recherche;350;0,1;;12;;0;;30;;;;;1600;150;33;;;;;0333308S;Un14;0333308S;41;Bordeaux Université (>=2014)
122;21;Bib. ILD (Institut Léon Duguit);associée;;1;0;1;0;0;0;recherche;538;0,1;;49;49;15;;29,5;;;;;1260;210;115;;;;;0333308S;UN15;0333308S;41;Bordeaux Université (>=2014)
123;21;Bibliothèque de l'IUT - site de Gradignan;autre;;0;0;0;1;0;0;étudiant;15439,26;3,1;24000;0;0;66;;48,5;;;;;1914;206;161;2853;;;;0333308S;Un18;0333308S;41;Bordeaux Université (>=2014)
124;21;Bibliothèque Michel Serres;autre;;0;0;0;1;0;0;mixte;9557,6;1;15421;500;443;70;25;47,5;;;;;1735,5;195;192;3626;;;;0333308S;Un19;0333308S;41;Bordeaux Université (>=2014)
125;21;Bib PACEA (Préhistoire à l'Actuel Culture et Environnement);associée;;0;0;0;1;0;0;mixte;8700;1;75;150;40;22;20;38,3;;;;;;;740;247;;;;0333308S;Un20;0333308S;41;Bordeaux Université (>=2014)
126;21;Bib ICMCB (Institut de Chimie de la Matière Condensée de Bx);associée;;0;0;0;1;0;0;recherche;27095,51;1;462;66;43;9;;29;;;;;29;231;278;418;;;;0333308S;Un21;0333308S;41;Bordeaux Université (>=2014)
127;21;BUFR Droit public;associée;;1;0;0;0;0;0;mixte;10407;2;29328;188;153;63;;55;;;;;1991;197;371;1077;;;;0333308S;Un23;0333308S;41;Bordeaux Université (>=2014)
128;21;Bib. Observatoire aquitain des Sciences de l'Univers (OASU);associée;;0;0;0;1;0;0;mixte;2343;1;;110;;12;;70;;;;;;;500;;;;;0333308S;Un24;0333308S;41;Bordeaux Université (>=2014)
