ID_BP;ID_SD;BibNom;BibType;BibRCR;BibDroit;BibEco;BibLSH;BibScStaps;BibSante;BibAut;BibPubVisé;BibDepDoc;BibETP;BibEntrees;BibSurfaceTot;BibSurfacePub;BibPlacesTot;BibPlacesGroup;BibSemHeures;BibSamJ;BibSamH;BibDimJ;BibDimH;BibAnneeH;BibAnneeJ;BibML;BibPrets;BibConsult;BibComIndirect;BibPretMatos;UAI_Old;NUMUn;UAI_2018;Ident_FMu;Nom interne
281;46;Bibliothèque centrale - Paris;autre;;0;0;1;0;0;1;recherche;;;;300;;36;;;;;;;;;;;;;;0751794T;UN00;;105;Ecole française d'extrême-orient
282;46;Bibliothèque du Centre EFEO de Chiang Mai;autre;;0;0;0;0;0;0;recherche;;;;140;;24;;;;;;;;;;;;;;0751794T;UN01;;105;Ecole française d'extrême-orient
283;46;Bibliothèque du Centre EFEO de Hanoi;autre;;0;0;0;0;0;0;recherche;;;;80;;15;;;;;;;;;;;;;;0751794T;UN02;;105;Ecole française d'extrême-orient
284;46;Bibliothèque du Centre EFEO de Jakarta;autre;;0;0;0;0;0;0;recherche;;;;150;;8;;;;;;;;;;;;;;0751794T;UN03;;105;Ecole française d'extrême-orient
285;46;Bibliothèque du Centre EFEO de Pondichéry;autre;;0;0;0;0;0;0;recherche;;;;152;;20;;;;;;;;;;;;;;0751794T;UN04;;105;Ecole française d'extrême-orient
286;46;Bibliothèque du Centre EFEO de Siem Reap;autre;;0;0;0;0;0;0;recherche;;;;94;;14;;;;;;;;;;;;;;0751794T;UN05;;105;Ecole française d'extrême-orient
287;46;Bibliothèque du Centre EFEO de Vientiane;autre;;0;0;0;0;0;0;recherche;;;;116;;7;;;;;;;;;;;;;;0751794T;UN06;;105;Ecole française d'extrême-orient
288;46;Bibliothèque du Centre EFEO de Kyoto;autre;;0;0;0;0;0;0;recherche;;;;200;;11;;;;;;;;;;;;;;0751794T;UN07;;105;Ecole française d'extrême-orient
289;47;Bibliothèque de l'Ecole nationale des chartes;autre;;0;0;1;0;0;0;mixte;;10;2499;732;680;60;0;58,5;26;221;0;0;1660;174;3948;1937;;291;0;0753478Y;Un00;;108;ECOLE NATIONALE DES CHARTES
290;48;DDP;autre;;0;0;0;1;0;0;mixte;;;;;;;;;;;;;;;;;;;;0753237L;UN00;;116;Ecole nationale supérieure d'arts et métiers
291;48;Campus Aix;autre;;0;0;0;1;0;0;mixte;;1,7;28891;200;;34;10;52,5;;;0;0;2100;200;190;2294;;;;0753237L;UN01;;116;Ecole nationale supérieure d'arts et métiers
292;48;Campus Angers;autre;;0;0;0;1;0;0;mixte;;2,8;3180;500;;77;16;45,15;;;;;1851;205;466;909;;;;0753237L;UN02;;116;Ecole nationale supérieure d'arts et métiers
293;48;Campus de Bordeaux;autre;;0;0;0;1;0;0;mixte;;2,6;34000;250;;50;10;61,3;;;;;2785,5;225;500;516;;;;0753237L;UN03;;116;Ecole nationale supérieure d'arts et métiers
294;48;Campus de Châlons en Champagne;autre;;0;0;0;1;0;0;mixte;;2,6;31123;225;;57;;57;;;;;2508;220;140;632;;;;0753237L;UN04;;116;Ecole nationale supérieure d'arts et métiers
295;48;Campus de Cluny;autre;;0;0;0;1;0;0;mixte;;2,2;20525;280;;58;20;56,5;;;;;2260;200;180;1207;;;;0753237L;UN05;;116;Ecole nationale supérieure d'arts et métiers
296;48;Campus de Lille;autre;;0;0;0;1;0;0;mixte;;1,5;20000;470;;36;16;43,5;;;;;1783,5;205;65;536;;;;0753237L;UN06;;116;Ecole nationale supérieure d'arts et métiers
297;48;Campus de Metz;autre;;0;0;0;1;0;0;mixte;;3,8;30200;245;;56;14;51;;;;;2244;220;180;1156;;;;0753237L;UN07;;116;Ecole nationale supérieure d'arts et métiers
298;48;Campus de Paris;autre;;0;0;0;1;0;0;mixte;;4;25630;381;;67;10;53,45;;;;;2405,25;225;374;1547;;;;0753237L;UN08;;116;Ecole nationale supérieure d'arts et métiers
299;48;Institut de Chambéry;autre;;0;0;0;1;0;0;mixte;;0,4;580;80;;16;8;32;;;;;1312;205;32;199;;;;0753237L;UN09;;116;Ecole nationale supérieure d'arts et métiers
300;49;SCDBA EPHE;autre;;0;0;1;1;0;1;recherche;;;;1075;492;70;0;;;;;;;;;;;;;0753486G;UN00;;135;Ecole pratique des hautes études
301;49;Bibliothèque Michel Fleury;autre;;0;0;1;0;0;0;recherche;;;;162;94;20;0;;;;;;;;;;;;;0753486G;UN01;;135;Ecole pratique des hautes études
302;49;Bibliothèque des sciences religieuses;autre;;0;0;1;0;0;1;recherche;;;;162;94;20;0;;;;;;;;;;;;;0753486G;UN02;;135;Ecole pratique des hautes études
303;49;Bibliothèque d'égyptologie Wladimir Golenischeff;autre;;0;0;1;0;0;1;recherche;;;;120;40;13;0;;;;;;;;;;;;;0753486G;UN03;;135;Ecole pratique des hautes études
304;49;Bibliothèque d'études mongoles et sibériennes;autre;;0;0;1;0;0;1;recherche;;;;110;35;20;0;;;;;;;;;;;;;0753486G;UN04;;135;Ecole pratique des hautes études
305;49;Photothèque - Fonds Gabriel Millet;autre;;0;0;1;0;0;1;recherche;;;;46;20;6;0;;;;;;;;;;;;;0753486G;UN05;;135;Ecole pratique des hautes études
306;49;Bibliothèque d'études tibétaines;autre;;0;0;1;0;0;1;recherche;;;;80;30;8;0;;;;;;;;;;;;;0753486G;UN06;;135;Ecole pratique des hautes études
307;49;Bibliothèque d'études japonaises;autre;;0;0;1;0;0;1;recherche;;;;10;0;0;0;;;;;;;;;;;;;0753486G;UN07;;135;Ecole pratique des hautes études
308;49;Centre de documentation de l'IESR;associée;;0;0;1;0;0;1;recherche;;;;65;0;0;0;;;;;;;;;;;;;0753486G;UN08;;135;Ecole pratique des hautes études
309;49;Centre de documentation du GSRL;associée;;0;0;1;0;0;0;recherche;;;;;;;;;;;;;;;;;;;;0753486G;UN09;;135;Ecole pratique des hautes études
310;50;Bibliothèque centrale;autre;;0;1;1;1;0;0;mixte;;;76261;793;650;140;0;;;;;;;;;;;;;0940607Z;Un00;;144;ENS Cachan
311;50;Bibliothèque Durkheim;associée;;1;1;1;0;0;0;recherche;3542,38;0,5;397;236;216;16;0;16,5;0;0;0;0;;;299;;;;0;0940607Z;UN02;;144;ENS Cachan
312;50;Bibliothèque du CMLA;associée;;0;0;0;1;0;0;recherche;1300;0,5;;65;65;4;0;;;;;;;230;120;238;;;0;0940607Z;UN03;;144;ENS Cachan
313;50;Bibliothèque de l'IDA;associée;;0;0;0;1;1;0;recherche;;;;150;130;18;4;;;;;;;;;;;;;0940607Z;UN04;;144;ENS Cachan
314;51;Bibliothèque Diderot de Lyon;autre;;0;0;1;1;0;0;mixte;;81,3;;15800;;;;;;;;;;;;;;;;0694123G;UN00;;145;ENS Lyon
315;51;Bibliothèque Diderot de Lyon ENS de Lyon;autre;;0;0;1;0;0;1;mixte;;;331000;13800;;892;;58;;;0;0;2492;266;;64241;;27502;;0694123G;UN01;;145;ENS Lyon
316;51;Bibliothèque Diderot de Lyon ENS de Lyon;autre;;0;0;0;1;0;0;mixte;;;60500;1375;;173;;50;;;;;2170;225;1368;8574;;0;0;0694123G;UN02;;145;ENS Lyon
317;53;Bibliothèque des Lettres Ulm;autre;;1;1;1;0;0;0;mixte;;44,55;166745;6437;4584;432;24;65;46;452;0;0;3194;278;20858;45510;91115;372;0;0753455Y;UN00;;149;ENS Ulm
318;53;Bibliothèque de Jourdan;autre;;1;1;1;0;0;0;mixte;;6,4;15483;1094;838;67;8;53;43;343;0;0;2419;274;1428;3845;2009;0;0;0753455Y;UN01;;149;ENS Ulm
319;53;Bibliothèque des sciences expérimentales;associée;;0;0;0;1;0;0;mixte;157010,91;5,8;49130;766;552;88;52;50;0;0;0;0;2300;230;1093;1438;1069;12;0;0753455Y;UN03;;149;ENS Ulm
320;53;Bibliothèque d'archéologie UMR 8546;associée;;0;0;1;0;0;0;mixte;6020;1;2429;197;197;20;18;32;0;0;0;0;1505;215;860;245;;21;;0753455Y;UN04;;149;ENS Ulm
321;53;Bibliothèque de mathématiques et informatique;associée;;0;0;0;1;0;0;mixte;160828;5,4;32411;1135;967;91;9;55;42;315;0;0;2510;273;1998;2907;2016;17;0;0753455Y;UN05;;149;ENS Ulm
322;53;Bibliothèque de physique théorique;associée;;0;0;0;1;0;0;recherche;936,92;0;;66;66;6;6;168;52;1248;52;1248;8760;365;83;81;;;;0753455Y;UN06;;149;ENS Ulm
323;53;Relais d'information sur les sciences de la cognition;associée;;0;0;1;1;1;1;mixte;446;0,4;119;144;100;44;;32,5;0;0;0;0;1358,5;209;80;123;;;1;0753455Y;UN07;;149;ENS Ulm
324;53;Centre documentaire du Caphés;associée;;0;0;1;1;1;0;recherche;4253,91;2;5140;327;78;8;0;39;0;0;0;0;1745;230;1727;17;;;;0753455Y;UN08;;149;ENS Ulm
325;53;Bibliothèque de l'Agrégation de physique - chimie;associée;;0;0;0;1;0;0;étudiant;6342,17;0,7;3250;176;160;41;15;26,25;0;0;0;0;1128;150;204;3676;250;0;0;0753455Y;UN09;;149;ENS Ulm
326;53;Bibliothèque des Archives Husserl;associée;;0;0;1;0;0;0;recherche;1786,21;1;250;35;35;4;;37,5;0;0;0;0;1650;220;175;60;80;20;;0753455Y;UN10;;149;ENS Ulm
327;54;ENSSIB;autre;;0;0;1;0;0;0;mixte;;11,6;33303;1814;865;120;55;62,5;1;0;0;0;2882,5;233;1340;;;;;0692459Y;UN00;;151;ENSSIB
328;55;Bibliothèque numérique;autre;;1;1;1;1;1;1;mixte;;;;;;;;;;;;;;;;;;;;0912167L;UN00;0912167L;154;EVRY VAL-D'ESSONNE
329;55;Bibliothèque UFR Sciences et Techniques;associée;;0;0;0;1;0;0;mixte;6557,93;1;;120;120;32;0;37,5;0;0;0;0;1462,5;195;82;278;;0;0;0912167L;UN01;0912167L;154;EVRY VAL-D'ESSONNE
330;55;Bibliothèque IUT site Brétigny;associée;;1;1;0;1;0;1;mixte;6233,46;1;;103;99;32;0;21;0;0;0;0;795;159;103;306;;0;0;0912167L;UN02;0912167L;154;EVRY VAL-D'ESSONNE
331;55;Bibliothèque Universitaire (Centrale);autre;;1;1;1;1;0;1;mixte;;39;295187;6500;3200;750;65;61;35;280;0;0;2459;246;6050;65965;21174;560;0;0912167L;UN03;0912167L;154;EVRY VAL-D'ESSONNE
332;55;BU - UFR Sciences de l'Homme et de la société;autre;;1;1;1;0;0;1;mixte;;0,8;3255;300;260;30;0;28;0;0;0;0;936;165;217;1327;;0;0;0912167L;UN04;0912167L;154;EVRY VAL-D'ESSONNE
333;56;Bibliothèque du Campus de Nancy;associée;;1;1;1;0;0;0;étudiant;9209;0,5;;250;;111;20;67;;;0;0;2010;180;283;2672;;0;0;0753431X;UN01;;156;Fondation nationale des sciences politiques
334;56;Bibliothèque Copernic du campus de Dijon;associée;;1;1;1;0;0;0;étudiant;15495;0,6;4357;103;;54;;57;;;0;0;1648;174;240;1644;;0;0;0753431X;UN02;;156;Fondation nationale des sciences politiques
335;56;Bibliothèque Pablo Neruda du campus de Poitiers;associée;;1;1;1;0;0;0;étudiant;15907;0,5;;280;;75;10;60;;;0;0;1599;161;195;2401;;0;0;0753431X;UN03;;156;Fondation nationale des sciences politiques
336;56;Bibliothèque du Campus de Menton;associée;;1;1;1;0;0;0;étudiant;21894;0,2;;324;;75;;54;;;0;0;1566;150;260;2160;;0;0;0753431X;UN04;;156;Fondation nationale des sciences politiques
337;56;Bibliothèque du Campus du Havre;associée;;1;1;1;0;0;0;étudiant;15034;0,4;;350;;175;28;62;;;0;0;1736;196;308;1381;;0;0;0753431X;UN05;;156;Fondation nationale des sciences politiques
338;56;Biliothèque du Campus de Reims;associée;;1;1;1;0;0;0;étudiant;49014;2,5;;1656;1656;520;38;69;;;;;2357;210;607;10048;;0;0;0753431X;UN06;;156;Fondation nationale des sciences politiques
339;56;Bibliothèque de Sciences Po Paris;autre;;1;1;1;0;0;0;mixte;1795000;93,82;974525;7293;2931;805;32;85,5;28;338;0;0;3581;266;25177;146151;35397;70712;0;0753431X;UN07;;156;Fondation nationale des sciences politiques
340;60;Bibliothèque Campus de Bourges;autre;;0;0;0;0;0;0;mixte;;;;266;;60;;;;;;;;;;;;;;0180974L;UN00;;173;INSA Centre Val-de-Loire (>=2015)
341;60;Bibliothèque GAMBETTA Campus de Blois;autre;;0;0;0;0;0;0;mixte;;;;289;;40;;;;;;;;;;;;;;0180974L;UN01;;173;INSA Centre Val-de-Loire (>=2015)
342;60;Bibliothèque CHOCOLATERIE DENP Campus de Blois;autre;;0;0;0;0;0;1;étudiant;;;;167;;20;;;;;;;;;;;;;;0180974L;UN02;;173;INSA Centre Val-de-Loire (>=2015)
343;61;Bibliothèque de l'Institut de France;autre;;0;0;0;0;0;1;recherche;;19,6;2891;;;60;;45;0;0;0;0;2043;237;15000;;;3737;;0755355N;Un00;0755355N;178;INSTITUT DE FRANCE
344;61;Bibliothèque Thiers;autre;;0;0;1;0;0;0;recherche;;;;;;12;;;;;;;;;;;;;;0755355N;UN01;0755355N;178;INSTITUT DE FRANCE
345;62;Centre de ressources en information scientifiques (CRIS);autre;;0;0;0;1;1;0;recherche;;;;150;80;6;4;;;;;;;;;;;;;0922643Y;UN00;;180;IRSN-Institut de radioprotection et de sûreté nucléaire
346;63;IRD;autre;;0;0;0;0;0;1;recherche;;;;;;;;;;;;;;;;;;;;0755362W;UN00;;182;IRD-Institut de recherche pour le développement
347;64;Bibliothèque de l'IFAO;autre;;0;0;1;0;0;0;recherche;;8;;1024;893;89;0;;;;;;;;3088;;;;;3010001R;UN00;;190;Institut français d'archéologie orientale du Caire
348;64;Bibliothèque accès 24/24;autre;;0;0;1;0;0;0;recherche;;8;;810;810;89;0;168;42;1008;42;1008;7776;324;2800;0;;;0;3010001R;UN01;;190;Institut français d'archéologie orientale du Caire
349;64;Bibliothèque salle de lecture;autre;;0;0;1;0;0;0;recherche;;;2535;99;99;26;0;42,5;0;0;0;0;1734;204;8;0;;11822;0;3010001R;UN03;;190;Institut français d'archéologie orientale du Caire
350;65;Ifremer;autre;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;0922262J;UN00;;192;IFREMER-Institut français de recherche pour l'exploitation de la mer
351;66;SERVICE DOCUMENTATION ET INFORMATION SCIENTIFIQUE ET TECHNIQ;autre;;0;0;1;1;0;1;recherche;;13,1;;1031;;55;;;;;;;;;2648;562;;;0;0772765M;UN00;;193;IFSTTAR-Institut Français des Sciences et Technologies des Transports, de l'Aménagement et des Réseaux
352;67;IFP Energies nouvelles;autre;;0;1;0;1;0;1;recherche;;;;100;;;;;;;;;;;;;;;;0922642X;UN00;;194;IFPEN-Institut français du pétrole et des Energies Nouvelles
353;68;INRA DIST;autre;;0;0;0;0;0;1;recherche;;;;;;;;;;;;;;;;;;;;0755361V;UN00;;196;INRA-Institut national de la recherche agronomique
354;69;BiblioInserm;autre;;0;0;0;1;1;0;recherche;;;;;0;;0;;;;;;;;;;;;;0755364Y;UN00;;197;INSERM-Institut national de la santé et de la recherche médicale
355;69;iPubli;autre;;0;0;0;1;1;0;recherche;;;;;;;;;;;;;;;;;;;;0755364Y;UN01;;197;INSERM-Institut national de la santé et de la recherche médicale
356;69;BiblioInserm;autre;;0;0;0;1;1;0;recherche;;;;;;;;;;;;;;;;;;;;0755364Y;UN02;;197;INSERM-Institut national de la santé et de la recherche médicale
357;69;HAL-Inserm;autre;;0;0;0;1;1;0;recherche;;;;;;;;;;;;;;;;;;;;0755364Y;UN03;;197;INSERM-Institut national de la santé et de la recherche médicale
358;70;INERIS;autre;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;0602098E;UN00;;198;INERIS-Institut national de l'environnement industriel et des risques
359;71;Inria;autre;;0;0;0;1;0;0;recherche;;;;4159;0;0;;;;;;;;;4350;;;;;0780491K;UN00;;199;INRIA-Institut national de recherche en informatique et en automatique
360;72;IRSTEA;autre;;1;1;1;1;0;1;recherche;;;;;;;;;;;;;;;;;;;;0922644Z;UN00;;200;IRSTEA-Institut national de Recherche en Sciences et Technologies pour l'Environnement et l'Agriculture
361;73;Service documentation, bibliothèque et archives de l'Ined;autre;;0;1;1;0;1;0;recherche;;;;500;238;22;;;;;;;;;;;;;;0755360U;UN00;;206;INED-Institut national d'études démographiques
362;74;Bibliothèque de l'INHA;autre;;0;0;1;0;0;0;recherche;;;108929;8056;3857;342;20;62;50;475;0;0;3020;290;19939;331;;58855;0;0755026F;UN00;;207;Institut national d'histoire de l'art
363;75;Centre de Ressources en Information Scientifique (CeRIS);autre;;0;0;0;1;1;0;recherche;;11,75;2027;796;203;35;0;40;0;0;0;0;1944;243;6962;787;59;142;0;0755366A;UN00;;213;Institut Pasteur
364;76;BU DROIT-LETTRES;autre;;1;1;1;0;0;0;mixte;;23,8;323905;8500;5600;842;83;61,5;36;144;0;0;2415;240;3612;46615;;;;9740064B;UN00;9740064B;220;LA REUNION
365;76;BU TAMPON;autre;;1;0;0;1;1;0;mixte;;9,9;111289;3000;2410;307;46;59;35;140;0;0;2358,5;239;1106;20294;;3;;9740064B;Un01;9740064B;220;LA REUNION
366;76;ADMINISTRATION GENERALE;autre;;0;0;0;0;0;0;mixte;;;;;;;;;;;;;;;;;;;;9740064B;UN02;9740064B;220;LA REUNION
367;76;BU Terre Sainte;autre;;0;1;1;0;1;0;mixte;;4;27821;193;170;40;12;52,5;0;0;0;0;1905;205;119;2132;;;;9740064B;UN03;9740064B;220;LA REUNION
368;76;BU SCIENCES;autre;;0;0;0;1;1;0;mixte;;10,8;108992;2600;1243;280;35;59;36;144;0;0;2379;240;992;9667;;36;;9740064B;UN04;9740064B;220;LA REUNION
369;76;BU Bellepierre (ESPE);autre;;0;0;1;0;0;1;mixte;;4;30447;576;406;116;0;52,5;0;0;0;0;2067,5;198;378;13660;;;;9740064B;UN05;9740064B;220;LA REUNION
370;76;ESIROI;autre;;0;0;0;1;0;0;mixte;;1;;116;98;41;0;60;0;0;0;0;2511,5;210;48;712;;;;9740064B;UN06;9740064B;220;LA REUNION
371;76;CRJ-CEMOI;associée;;1;1;0;0;0;0;recherche;16220;1;;75;75;14;2;37;;;;;;;175;3577;;;;9740064B;UN08;9740064B;220;LA REUNION
372;76;Centre audio-visuel;associée;;1;1;1;0;0;0;mixte;1800;;;30;;75;12;12;;;;;528;;40;;;;;9740064B;UN10;9740064B;220;LA REUNION
373;76;CIRCI;associée;;0;0;1;0;0;0;recherche;;;;35;;4;;;;;;;;;22;;;;;9740064B;UN11;9740064B;220;LA REUNION
374;76;PROFIL;associée;;0;0;0;0;0;1;étudiant;7476,14;2;;170;30;50;20;30;1;0;0;0;1370;313;;;;;;9740064B;UN12;9740064B;220;LA REUNION
375;76;LCF;associée;;0;0;1;0;0;0;recherche;;;;16;;4;;;;;;;;;86;;;;;9740064B;UN13;9740064B;220;LA REUNION
376;77;Centrale;autre;;1;1;1;1;0;0;mixte;;;317244;6748;4722;1008;66;;;;;;;;;;;;;0171482U;Un00;0171482U;222;LA ROCHELLE
377;78;IUT;autre;;1;1;0;1;0;1;étudiant;;4;25685;516;341;158;0;57,5;0;0;0;0;1729;183;428;3799;2759;68;26;0762856S;Un00;0762856S;225;LE HAVRE
378;78;BUC;autre;;1;1;1;1;0;0;étudiant;;34,1;346291;8472;5497;980;80;75,5;36;270;0;0;2921,5;245;4391;46808;48152;276;234;0762856S;UN01;0762856S;225;LE HAVRE
379;79;BU Le Mans;autre;;1;1;1;1;1;0;mixte;;;441495;7000;5500;1097;100;73;27;256,5;0;0;2821;245;4213;43559;;561;;0720850H;UN03;0720850H;226;LE MANS
380;79;Laval;autre;;1;1;0;1;0;0;mixte;;;;400;376;90;36;49;0;0;0;0;1545;217;428;4980;;;;0720850H;UN05;0720850H;226;LE MANS
381;83;Administration générale;autre;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;0870111Y;Un00;0870111Y;231;LIMOGES
382;83;Droit;autre;;1;1;0;0;0;0;mixte;;;;3540;2702;527;12;;;;;;;;;;;;;0870111Y;Un01;0870111Y;231;LIMOGES
383;83;Lettres;autre;;0;0;1;0;0;0;mixte;;;;3475;1970;404;26;;;;;;;;;;;;;0870111Y;Un02;0870111Y;231;LIMOGES
384;83;Santé;autre;;0;0;0;0;1;0;mixte;45000;6,9;189990;2130;1150;350;0;65;20;180;0;0;2850;249;2000;16539;;273;0;0870111Y;Un03;0870111Y;231;LIMOGES
385;83;Sciences;autre;;0;0;0;1;0;0;mixte;;;;1782;600;153;18;;;;;;;;;;;;;0870111Y;Un04;0870111Y;231;LIMOGES
386;83;Bibliothèque du Campus Universitaire de Brive;autre;;1;1;0;1;0;1;mixte;;5;31715;540;448;78;0;57;49;343;0;0;2427;292;457;10009;;;;0870111Y;UN05;0870111Y;231;LIMOGES
387;83;ESPE Limoges;autre;;0;0;0;0;0;1;mixte;;;;882;604;114;14;;;;;;;;;;;;;0870111Y;UN06;0870111Y;231;LIMOGES
388;83;Bibliothèque de l'IUT du Limousin - site de Limoges;autre;;0;1;0;1;0;1;étudiant;;;;407;375;110;24;;;;;;;;;;;;;0870111Y;UN07;0870111Y;231;LIMOGES
389;83;ENSIL;autre;;0;0;0;1;0;0;mixte;;;;526;416;82;24;;;;;;;;;;;;;0870111Y;UN08;0870111Y;231;LIMOGES
390;83;Bibliothèque du Campus Universitaire d'Egletons;autre;;0;0;0;1;0;0;mixte;;1;;124;99;20;0;36,66;0;0;0;0;1429,74;195;120;436;;;;0870111Y;UN09;0870111Y;231;LIMOGES
391;83;Bibliothèque de l'IUT du Limousin - Site de Tulle;autre;;0;0;0;1;0;0;mixte;;0,5;;161;161;30;0;18,33;0;0;0;0;727,74;195;58;301;;;;0870111Y;UN10;0870111Y;231;LIMOGES
392;83;ESPE Tulle;autre;;0;0;0;0;0;1;mixte;;;;223;215;36;;;;;;;;;;;;;;0870111Y;UN11;0870111Y;231;LIMOGES
393;83;Bibliothèque du Campus Universitaire de Guéret;autre;;0;0;1;0;0;0;mixte;;;;300;192;45;;;;;;;;;;;;;;0870111Y;UN12;0870111Y;231;LIMOGES
394;83;ENSIL/ENSCI;autre;;0;0;0;1;0;0;mixte;;;;378;260;64;24;;;;;;;;;;;;;0870111Y;UN13;0870111Y;231;LIMOGES
395;84;Bibliothèque littéraire Jacques Doucet;autre;;0;0;1;0;0;0;recherche;;9,8;1645;394;;16;;20;;;;;4360;218;;;;;;075_BLJD;UN00;;233;LITTERAIRE JACQUES DOUCET
396;85;Boulogne-sur-Mer;autre;;1;1;1;1;0;0;étudiant;;10,5;123922;3603;3220;295;46;58;38;114;0;0;2471;261;1460;13245;0;0;2619;0596013R;Un00;0596013R;234;LITTORAL
397;85;Calais;autre;;0;0;0;1;1;0;étudiant;;10,2;71078;2773;2393;277;84;57,25;23;69;0;0;2308;238;944;5062;0;0;2780;0596013R;Un01;0596013R;234;LITTORAL
398;85;Dunkerque;autre;;1;1;1;1;0;0;étudiant;;19,6;123936;3655;3207;423;;60;39;146,25;0;0;2538;262;1127;11744;;;3504;0596013R;Un02;0596013R;234;LITTORAL
399;85;Direction - Affaires générales;autre;;1;1;1;1;1;0;mixte;;2,7;;;;;;;;;;;;;;;;;;0596013R;UN03;0596013R;234;LITTORAL
400;85;Pôle de Recherche Sciences Humaines et Sociales;associée;;0;1;1;0;0;0;recherche;7543,48;1;;178;100;20;20;36,5;;;;;1626;224;157;89;;;;0596013R;UN04;0596013R;234;LITTORAL
401;85;Saint-Omer;autre;;0;1;0;1;0;0;étudiant;;3,1;14925;210;165;45;45;38;19;57;0;0;1834;200;83;864;;;438;0596013R;UN05;0596013R;234;LITTORAL
402;85;Pôle de Recherche Sciences Humaines et Sociales;associée;;1;0;1;0;0;0;recherche;3354,13;1;;110;100;20;10;38;;;;;;300;585;250;0;0;0;0596013R;UN06;0596013R;234;LITTORAL
403;85;Campus de la Mer;associée;;1;1;1;1;0;0;recherche;;;;60;;;;;;;;;;;;;;;;0596013R;UN07;0596013R;234;LITTORAL
404;86;BU Metz Saulcy;autre;;1;1;1;1;1;0;mixte;;35,6;454014;9575;8076;950;134;64;40;360;0;0;2777;269;13403;98422;;;171;0542400R;UN00;0542400R;235;LORRAINE
405;86;BU Metz Bridoux;autre;;0;0;0;1;1;0;étudiant;;1;27305;372;372;44;0;50;0;0;0;0;1778;192;390;3782;;;;0542400R;UN01;0542400R;235;LORRAINE
406;86;Bibliothèque des Sciences et Techniques;autre;;0;0;0;1;1;0;mixte;;14,5;218523;5810;3916;647;121;58;31;98;0;0;2463;255;4336;37692;;;618;0542400R;Un02;0542400R;235;LORRAINE
407;86;BU Ecoles Ingénieurs Polytech Nancy;autre;;0;0;0;1;0;0;mixte;;1;;203;195;60;30;36,25;1;9;0;0;1259,75;187;82;749;;;;0542400R;UN03;0542400R;235;LORRAINE
408;86;Bibliothèque Américaine;autre;;0;0;1;0;0;1;étudiant;;1,8;14526;318;272;34;6;25;0;0;0;0;1083,5;224;755;5845;;;;0542400R;UN04;0542400R;235;LORRAINE
409;86;BU Santé;autre;;0;0;0;0;1;0;mixte;;21;326933;6214;3588;1006;50;55;0;0;0;0;2433;228;6806;52140;;;2655;0542400R;UN05;0542400R;235;LORRAINE
410;86;Médiathèque du campus Artem;autre;;0;1;0;1;0;1;mixte;;8,6;136539;2483;2033;477;81;62,5;3;21,5;0;0;2281;221;1519;18534;;;;0542400R;UN06;0542400R;235;LORRAINE
411;86;BU Lettres, sciences humaines et sociales;autre;;0;0;1;0;0;0;mixte;;22,1;243869;8072;3576;840;41;57,5;28;98;0;0;2260;241;9343;48850;;;118;0542400R;UN07;0542400R;235;LORRAINE
412;86;BU Droit et Sciences économiques;autre;;1;1;0;0;0;0;mixte;;20,5;348126;7623;1403;550;0;64;37;317;0;0;2707;267;11023;36214;;;84;0542400R;UN08;0542400R;235;LORRAINE
413;86;BU Gestion;autre;;0;1;0;0;0;0;mixte;;;;;;;;;;;;;;;;;;;;0542400R;UN09;0542400R;235;LORRAINE
414;86;BU Ecoles Ingénieurs Brabois;autre;;0;0;0;1;0;0;mixte;;13,8;54758;3156;1766;300;88;55;0;0;0;0;2418,5;229;3679;7700;;;61;0542400R;UN10;0542400R;235;LORRAINE
415;86;BU Ecoles Ingénieurs ENSIC;autre;;0;0;0;1;0;0;mixte;;3;61888;1114;712;164;0;58,25;1;7;0;0;2427,5;224;893;2765;;;;0542400R;UN11;0542400R;235;LORRAINE
416;86;BU Ecoles Ingénieurs GM-GSI;autre;;0;0;0;1;0;0;mixte;;2;28984;428;285;58;0;50;0;0;0;0;1958,5;206;303;4522;;;;0542400R;UN12;0542400R;235;LORRAINE
417;86;BU Ecoles Ingénieurs ENSTIB;autre;;0;0;0;1;0;0;mixte;;2,2;20534;300;270;130;20;47,5;0;0;0;0;1968,5;212;227;2421;;;;0542400R;UN14;0542400R;235;LORRAINE
418;86;BU ESPE Epinal;autre;;1;1;0;0;0;1;mixte;;1;12626;385;285;42;10;40;1;3;0;0;1646,5;214;599;7026;;;;0542400R;UN15;0542400R;235;LORRAINE
419;86;BU ESPE Maxeville;autre;;1;1;0;0;0;1;mixte;;5;24297;556;510;70;0;46,5;1;4;0;0;1999;224;565;21865;;;;0542400R;UN16;0542400R;235;LORRAINE
420;86;BU ESPE Montigny;autre;;1;1;0;0;0;1;mixte;;4;25687;1004;413;126;87;51,25;1;3,5;0;0;2172,2;219;682;31480;;;;0542400R;UN17;0542400R;235;LORRAINE
421;86;BU ESPE Bar le Duc;autre;;1;1;0;0;0;1;mixte;;0;1807;166;120;14;5;19;0;0;0;0;1595,6;221;184;3255;;;;0542400R;UN18;0542400R;235;LORRAINE
